year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Kharif,Sangareddy,Jharasangam,Cotton,5844,5291
2018-2019,Kharif,Sangareddy,Nyalkal,Cotton,4335,5650
2018-2019,Kharif,Sangareddy,Narayankhed,Cotton,3575,5428
2018-2019,Kharif,Sangareddy,Kangti,Cotton,3874,3336.4
2018-2019,Kharif,Sangareddy,Kalher,Cotton,356,43.6
2018-2019,Kharif,Sangareddy,Sirgapur,Cotton,352,1182
2018-2019,Kharif,Sangareddy,Manoor,Cotton,5229,4755
2018-2019,Kharif,Sangareddy,Nagalgidda ,Cotton,693,2988.4
2018-2019,Kharif,Sangareddy,Andole,Cotton,4768,5408
2018-2019,Kharif,Sangareddy,Pulkal,Cotton,7359,6290.8
2018-2019,Kharif,Sangareddy,Hathnoora,Cotton,2715,4125
2018-2019,Kharif,Sangareddy,Raikode,Cotton,9077,10212
2018-2019,Kharif,Sangareddy,Munipally,Cotton,9758,9123
2018-2019,Kharif,Sangareddy,Vatpally ,Cotton,2319,7657
2018-2019,Kharif,Sangareddy,Sangareddy,Soyabean,74,60
2018-2019,Kharif,Sangareddy,Kandi ,Soyabean,57,
2018-2019,Kharif,Sangareddy,Sadasivpet,Soyabean,122,10
2018-2019,Kharif,Sangareddy,Kondapoor,Soyabean,40,0
2018-2019,Kharif,Sangareddy,Patancheru,Soyabean,10,
2018-2019,Kharif,Sangareddy,Ameenpur ,Soyabean,0,
2018-2019,Kharif,Sangareddy,R.c.puram,Soyabean,16,
2018-2019,Kharif,Sangareddy,Jinnaram,Soyabean,3,0
2018-2019,Kharif,Sangareddy,Gummadidala ,Soyabean,1,
2018-2019,Kharif,Sangareddy,Zaheerabad,Soyabean,3285,2782
2018-2019,Kharif,Sangareddy,Mogudampally ,Soyabean,920,401
2018-2019,Kharif,Sangareddy,Kohir,Soyabean,1928,1256
2018-2019,Kharif,Sangareddy,Jharasangam,Soyabean,1464,603
2018-2019,Kharif,Sangareddy,Nyalkal,Soyabean,2167,1150
2018-2019,Kharif,Sangareddy,Narayankhed,Soyabean,2080,709
2018-2019,Kharif,Sangareddy,Kangti,Soyabean,3833,3118
2018-2019,Kharif,Sangareddy,Kalher,Soyabean,1218,639.6
2018-2019,Kharif,Sangareddy,Sirgapur,Soyabean,547,920
2018-2019,Kharif,Sangareddy,Manoor,Soyabean,2241,134
2018-2019,Kharif,Sangareddy,Nagalgidda ,Soyabean,1080,2966
2018-2019,Kharif,Sangareddy,Andole,Soyabean,16,
2018-2019,Kharif,Sangareddy,Pulkal,Soyabean,33,0
2018-2019,Kharif,Sangareddy,Hathnoora,Soyabean,138,35
2018-2019,Kharif,Sangareddy,Raikode,Soyabean,633,74
2018-2019,Kharif,Sangareddy,Munipally,Soyabean,292,20
2018-2019,Kharif,Sangareddy,Vatpally ,Soyabean,88,2
2018-2019,Kharif,Sangareddy,Sangareddy,Sugarcane,691,633
2018-2019,Kharif,Sangareddy,Kandi ,Sugarcane,24.4,69
2018-2019,Kharif,Sangareddy,Sadasivpet,Sugarcane,318.6,392
2018-2019,Kharif,Sangareddy,Kondapoor,Sugarcane,311.8,266
2018-2019,Kharif,Sangareddy,Patancheru,Sugarcane,47,65
2018-2019,Kharif,Sangareddy,Ameenpur ,Sugarcane,0,0
2018-2019,Kharif,Sangareddy,R.c.puram,Sugarcane,0,0
2018-2019,Kharif,Sangareddy,Jinnaram,Sugarcane,0.4,0
2018-2019,Kharif,Sangareddy,Gummadidala ,Sugarcane,0,0
2018-2019,Kharif,Sangareddy,Zaheerabad,Sugarcane,3780.2,4261
2018-2019,Kharif,Sangareddy,Mogudampally ,Sugarcane,351.6,1519
2018-2019,Kharif,Sangareddy,Kohir,Sugarcane,598.2,847
2018-2019,Kharif,Sangareddy,Jharasangam,Sugarcane,1109.6,1524
2018-2019,Kharif,Sangareddy,Nyalkal,Sugarcane,1995.2,2706
2018-2019,Kharif,Sangareddy,Narayankhed,Sugarcane,193,150
2018-2019,Kharif,Sangareddy,Kangti,Sugarcane,215.8,179
2018-2019,Kharif,Sangareddy,Kalher,Sugarcane,274.6,112
2018-2019,Kharif,Sangareddy,Sirgapur,Sugarcane,72,317
2018-2019,Kharif,Sangareddy,Manoor,Sugarcane,1946.6,2301
2018-2019,Kharif,Sangareddy,Nagalgidda ,Sugarcane,243,629
2018-2019,Kharif,Sangareddy,Andole,Sugarcane,315,273
2018-2019,Kharif,Sangareddy,Pulkal,Sugarcane,1346,835
2018-2019,Kharif,Sangareddy,Hathnoora,Sugarcane,412.2,158
2018-2019,Kharif,Sangareddy,Raikode,Sugarcane,414,447
2018-2019,Kharif,Sangareddy,Munipally,Sugarcane,310,308
2018-2019,Kharif,Sangareddy,Vatpally ,Sugarcane,22.4,105
2018-2019,Kharif,Sangareddy,Sangareddy,Sesamum,0,
2018-2019,Kharif,Sangareddy,Kandi ,Sesamum,0,
2018-2019,Kharif,Sangareddy,Sadasivpet,Sesamum,0,
2018-2019,Kharif,Sangareddy,Kondapoor,Sesamum,2,2
2018-2019,Kharif,Sangareddy,Patancheru,Sesamum,0,
2018-2019,Kharif,Sangareddy,Ameenpur ,Sesamum,0,
2018-2019,Kharif,Sangareddy,R.c.puram,Sesamum,0,
2018-2019,Kharif,Sangareddy,Jinnaram,Sesamum,0,
2018-2019,Kharif,Sangareddy,Gummadidala ,Sesamum,0,
2018-2019,Kharif,Sangareddy,Zaheerabad,Sesamum,42,3
2018-2019,Kharif,Sangareddy,Mogudampally ,Sesamum,7,
2018-2019,Kharif,Sangareddy,Kohir,Sesamum,62,10
2018-2019,Kharif,Sangareddy,Jharasangam,Sesamum,7,
2018-2019,Kharif,Sangareddy,Nyalkal,Sesamum,0,
2018-2019,Kharif,Sangareddy,Narayankhed,Sesamum,8,
2018-2019,Kharif,Sangareddy,Kangti,Sesamum,20,
2018-2019,Kharif,Sangareddy,Kalher,Sesamum,0,
2018-2019,Kharif,Sangareddy,Sirgapur,Sesamum,0,
2018-2019,Kharif,Sangareddy,Manoor,Sesamum,0,
2018-2019,Kharif,Sangareddy,Nagalgidda ,Sesamum,0,
2018-2019,Kharif,Sangareddy,Andole,Sesamum,0,
2018-2019,Kharif,Sangareddy,Pulkal,Sesamum,0,
2018-2019,Kharif,Sangareddy,Hathnoora,Sesamum,0,
2018-2019,Kharif,Sangareddy,Raikode,Sesamum,7,
2018-2019,Kharif,Sangareddy,Munipally,Sesamum,0,
2018-2019,Kharif,Sangareddy,Vatpally ,Sesamum,0,
2018-2019,Kharif,Sangareddy,Sangareddy,Turmeric,72,2
2018-2019,Kharif,Sangareddy,Kandi ,Turmeric,6,
2018-2019,Kharif,Sangareddy,Sadasivpet,Turmeric,81,50
2018-2019,Kharif,Sangareddy,Kondapoor,Turmeric,410,272
2018-2019,Kharif,Sangareddy,Patancheru,Turmeric,0,
2018-2019,Kharif,Sangareddy,Ameenpur ,Turmeric,0,
2018-2019,Kharif,Sangareddy,R.c.puram,Turmeric,0,
2018-2019,Kharif,Sangareddy,Jinnaram,Turmeric,0,2
2018-2019,Kharif,Sangareddy,Gummadidala ,Turmeric,0,
