year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Rabi,Bhadradri Kothagudem,Palwancha,Horse Gram,0,10
2018-2019,Rabi,Bhadradri Kothagudem,Burgampadu,Horse Gram,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Manuguru,Horse Gram,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Aswapuram,Horse Gram,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Karakagudem,Horse Gram,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Pinapaka,Horse Gram,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Dummugudem,Horse Gram,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Bhadrachalam,Horse Gram,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Cherla,Horse Gram,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Yellandu,Chillies,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Allapalli,Chillies,18,22
2018-2019,Rabi,Bhadradri Kothagudem,Gundala,Chillies,43,45
2018-2019,Rabi,Bhadradri Kothagudem,Tekulapally,Chillies,40,38
2018-2019,Rabi,Bhadradri Kothagudem,Kothagudem,Chillies,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Sujathanagar,Chillies,4,6
2018-2019,Rabi,Bhadradri Kothagudem,Chunchupalli,Chillies,13,15
2018-2019,Rabi,Bhadradri Kothagudem,Laxmidevipalli,Chillies,7,8
2018-2019,Rabi,Bhadradri Kothagudem,Julurpadu,Chillies,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Chandrugonda,Chillies,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Annapureddipalli,Chillies,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Dammapet,Chillies,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Aswaraopet,Chillies,20,18
2018-2019,Rabi,Bhadradri Kothagudem,Mulkalapally,Chillies,29,22
2018-2019,Rabi,Bhadradri Kothagudem,Palwancha,Chillies,46,54
2018-2019,Rabi,Bhadradri Kothagudem,Burgampadu,Chillies,46,45
2018-2019,Rabi,Bhadradri Kothagudem,Manuguru,Chillies,46,41
2018-2019,Rabi,Bhadradri Kothagudem,Aswapuram,Chillies,100,102
2018-2019,Rabi,Bhadradri Kothagudem,Karakagudem,Chillies,11,15
2018-2019,Rabi,Bhadradri Kothagudem,Pinapaka,Chillies,213,203
2018-2019,Rabi,Bhadradri Kothagudem,Dummugudem,Chillies,305,303
2018-2019,Rabi,Bhadradri Kothagudem,Bhadrachalam,Chillies,46,42
2018-2019,Rabi,Bhadradri Kothagudem,Cherla,Chillies,1187,1189
2018-2019,Rabi,Bhadradri Kothagudem,Yellandu,Groundnut,22,23
2018-2019,Rabi,Bhadradri Kothagudem,Allapalli,Groundnut,1,3
2018-2019,Rabi,Bhadradri Kothagudem,Gundala,Groundnut,24,32
