year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Rabi,Rangareddy,Moinabad,Bajra,0,0
2018-2019,Rabi,Rangareddy,Chevella,Bajra,0,0
2018-2019,Rabi,Rangareddy,Shabad,Bajra,0,0
2018-2019,Rabi,Rangareddy,Hayathnagar,Bajra,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Bajra,0,0
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Bajra,0,0
2018-2019,Rabi,Rangareddy,Manchal,Bajra,0,0
2018-2019,Rabi,Rangareddy,Yacharam,Bajra,0,0
2018-2019,Rabi,Rangareddy,Madgul,Bajra,0,0
2018-2019,Rabi,Rangareddy,Balapur,Bajra,0,0
2018-2019,Rabi,Rangareddy,Saroornagar,Bajra,0,0
2018-2019,Rabi,Rangareddy,Amangal,Bajra,0,0
2018-2019,Rabi,Rangareddy,Talakondapally,Bajra,0,0
2018-2019,Rabi,Rangareddy,Kadthal,Bajra,0,0
2018-2019,Rabi,Rangareddy,Kandukur,Bajra,0,0
2018-2019,Rabi,Rangareddy,Maheshwaram,Bajra,0,0
2018-2019,Rabi,Rangareddy,Serilingampally,Bajra,0,0
2018-2019,Rabi,Rangareddy,Gandipet,Bajra,0,0
2018-2019,Rabi,Rangareddy,Rajendranagar,Bajra,0,0
2018-2019,Rabi,Rangareddy,Shamshabad,Bajra,6,0
2018-2019,Rabi,Rangareddy,Keshampet,Bajra,0,0
2018-2019,Rabi,Rangareddy,Kothur,Bajra,0,0
2018-2019,Rabi,Rangareddy,Nandigam,Bajra,0,0
2018-2019,Rabi,Rangareddy,Farooqnagar,Bajra,0,0
2018-2019,Rabi,Rangareddy,Kondurg,Bajra,1,0
2018-2019,Rabi,Rangareddy,Chowdergudem,Bajra,0,0
2018-2019,Rabi,Rangareddy,Shankarpally,Maize,339,245
2018-2019,Rabi,Rangareddy,Moinabad,Maize,30,7
2018-2019,Rabi,Rangareddy,Chevella,Maize,69,35
2018-2019,Rabi,Rangareddy,Shabad,Maize,47,42
2018-2019,Rabi,Rangareddy,Hayathnagar,Maize,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Maize,0,0
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Maize,3,0
2018-2019,Rabi,Rangareddy,Manchal,Maize,1,0
2018-2019,Rabi,Rangareddy,Yacharam,Maize,13,0
2018-2019,Rabi,Rangareddy,Madgul,Maize,11,5
2018-2019,Rabi,Rangareddy,Balapur,Maize,3,2
2018-2019,Rabi,Rangareddy,Saroornagar,Maize,0,0
2018-2019,Rabi,Rangareddy,Amangal,Maize,48,30
2018-2019,Rabi,Rangareddy,Talakondapally,Maize,94,54
2018-2019,Rabi,Rangareddy,Kadthal,Maize,71,15
2018-2019,Rabi,Rangareddy,Kandukur,Maize,665,46
2018-2019,Rabi,Rangareddy,Maheshwaram,Maize,92,20
2018-2019,Rabi,Rangareddy,Serilingampally,Maize,0,0
2018-2019,Rabi,Rangareddy,Gandipet,Maize,0,0
2018-2019,Rabi,Rangareddy,Rajendranagar,Maize,0,0
2018-2019,Rabi,Rangareddy,Shamshabad,Maize,152,10
2018-2019,Rabi,Rangareddy,Keshampet,Maize,185,14
2018-2019,Rabi,Rangareddy,Kothur,Maize,107,15
2018-2019,Rabi,Rangareddy,Nandigam,Maize,26,25
2018-2019,Rabi,Rangareddy,Farooqnagar,Maize,168,20
2018-2019,Rabi,Rangareddy,Kondurg,Maize,249,19
2018-2019,Rabi,Rangareddy,Chowdergudem,Maize,29,18
2018-2019,Rabi,Rangareddy,Shankarpally,Ragi,0,0
2018-2019,Rabi,Rangareddy,Moinabad,Ragi,0,0
2018-2019,Rabi,Rangareddy,Chevella,Ragi,0,0
2018-2019,Rabi,Rangareddy,Shabad,Ragi,0,0
2018-2019,Rabi,Rangareddy,Hayathnagar,Ragi,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Ragi,0,0
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Ragi,0,0
2018-2019,Rabi,Rangareddy,Manchal,Ragi,0,0
