year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Kharif,Suryapet,Thungathurthi,Total,3957,4859
2018-2019,Kharif,Suryapet,Maddirala,Total,5757,5748
2018-2019,Kharif,Suryapet,Nuthankal,Total,6685,5871
2018-2019,Kharif,Suryapet,Jajireddygudem,Total,4535,4209
2018-2019,Kharif,Suryapet,Suryapeta,Total,8481,10538
2018-2019,Kharif,Suryapet,Athmakur ,Total,7595,9154
2018-2019,Kharif,Suryapet,Mothey,Total,8643,8562
2018-2019,Kharif,Suryapet,Chivemla,Total,5169,7197
2018-2019,Kharif,Suryapet,Penpahad,Total,8960,8644
2018-2019,Kharif,Suryapet,Garidepally,Total,10360,10529
2018-2019,Kharif,Suryapet,Nereducharla,Total,6605,7988
2018-2019,Kharif,Suryapet,Palakeedu,Total,4030,5117
2018-2019,Kharif,Suryapet,Munagala,Total,8055,8961
2018-2019,Kharif,Suryapet,Nadigudem,Total,5299,6271
2018-2019,Kharif,Suryapet,Kodad,Total,6378,8769
2018-2019,Kharif,Suryapet,Chilkur,Total,7106,8109
2018-2019,Kharif,Suryapet,Mattampally,Total,6213,6964
2018-2019,Kharif,Suryapet,Huzurnagar,Total,5348,7821
2018-2019,Kharif,Suryapet,Mellachervu,Total,6279,6781
2018-2019,Kharif,Suryapet,Ananthagiri,Total,5012,5403
2018-2019,Kharif,Suryapet,Chinthalapalem,Total,5358,6425
