year,season,district_name,mandal_name,crop,normal_area,actual_area
2018-2019,Rabi,Kumuram Bheem,Jainoor,Brinjal,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Brinjal,0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Brinjal,0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,Brinjal,5,12
2018-2019,Rabi,Kumuram Bheem,Rebbena,Brinjal,15,66
2018-2019,Rabi,Kumuram Bheem,Asifabad,Brinjal,0,3
2018-2019,Rabi,Kumuram Bheem,Kerameri,Brinjal,2,6
2018-2019,Rabi,Kumuram Bheem,Wankidi,Brinjal,8,1
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Brinjal,16,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Brinjal,18,0
2018-2019,Rabi,Kumuram Bheem,Kouthala,Brinjal,1,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Brinjal,0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,Brinjal,5,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Brinjal,0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Brinjal,6,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,Green beans,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Green beans,0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Green beans,0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,Green beans,0,0
2018-2019,Rabi,Kumuram Bheem,Rebbena,Green beans,12,60
2018-2019,Rabi,Kumuram Bheem,Asifabad,Green beans,0,2
2018-2019,Rabi,Kumuram Bheem,Kerameri,Green beans,0,0
2018-2019,Rabi,Kumuram Bheem,Wankidi,Green beans,5,1
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Green beans,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Green beans,3,0
2018-2019,Rabi,Kumuram Bheem,Kouthala,Green beans,0,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Green beans,0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,Green beans,0,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Green beans,0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Green beans,0,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,Cauli Flower,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Cauli Flower,0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Cauli Flower,0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,Cauli Flower,0,0
2018-2019,Rabi,Kumuram Bheem,Rebbena,Cauli Flower,3,0
2018-2019,Rabi,Kumuram Bheem,Asifabad,Cauli Flower,0,0
2018-2019,Rabi,Kumuram Bheem,Kerameri,Cauli Flower,0,3
2018-2019,Rabi,Kumuram Bheem,Wankidi,Cauli Flower,0,0
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Cauli Flower,9,43.5
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Cauli Flower,5,12.5
2018-2019,Rabi,Kumuram Bheem,Kouthala,Cauli Flower,0,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Cauli Flower,0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,Cauli Flower,0,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Cauli Flower,0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Cauli Flower,3,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Rebbena,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Asifabad,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Kerameri,Cabbage,0,1
2018-2019,Rabi,Kumuram Bheem,Wankidi,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Cabbage,4,13.6
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Cabbage,1,10.5
2018-2019,Rabi,Kumuram Bheem,Kouthala,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Cabbage,0,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,Ridge Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Ridge Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Ridge Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,Ridge Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Rebbena,Ridge Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Asifabad,Ridge Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Kerameri,Ridge Gourd,0,1
2018-2019,Rabi,Kumuram Bheem,Wankidi,Ridge Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Ridge Gourd,15,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Ridge Gourd,4,0
2018-2019,Rabi,Kumuram Bheem,Kouthala,Ridge Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Ridge Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,Ridge Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Ridge Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Ridge Gourd,3,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Rebbena,S.Gourd,5,0
2018-2019,Rabi,Kumuram Bheem,Asifabad,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Kerameri,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Wankidi,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Kouthala,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,S.Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,Green Leafy ,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Green Leafy ,0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Green Leafy ,0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,Green Leafy ,0,0
2018-2019,Rabi,Kumuram Bheem,Rebbena,Green Leafy ,2,64
2018-2019,Rabi,Kumuram Bheem,Asifabad,Green Leafy ,0,0
2018-2019,Rabi,Kumuram Bheem,Kerameri,Green Leafy ,0,2
2018-2019,Rabi,Kumuram Bheem,Wankidi,Green Leafy ,0,0
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Green Leafy ,26,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Green Leafy ,3,0
2018-2019,Rabi,Kumuram Bheem,Kouthala,Green Leafy ,0,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Green Leafy ,0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,Green Leafy ,2,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Green Leafy ,0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Green Leafy ,1,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Rebbena,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Asifabad,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Kerameri,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Wankidi,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Kouthala,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Bottle Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Rebbena,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Asifabad,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Kerameri,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Wankidi,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Kouthala,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Drum Stick,0,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Rebbena,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Asifabad,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Kerameri,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Wankidi,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Kouthala,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Ash Gourd,0,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Rebbena,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Asifabad,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Kerameri,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Wankidi,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Kouthala,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Carrot,0,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Tiryani,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Rebbena,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Asifabad,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Kerameri,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Wankidi,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Parwal(Cucumber),8,21.7
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Kouthala,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Bejjur,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Parwal(Cucumber),0,0
2018-2019,Rabi,Kumuram Bheem,Jainoor,Total Cropped area,379,294.75
2018-2019,Rabi,Kumuram Bheem,Sirpur-U,Total Cropped area,650,479
2018-2019,Rabi,Kumuram Bheem,Lingapoor,Total Cropped area,101,399
2018-2019,Rabi,Kumuram Bheem,Tiryani,Total Cropped area,811,858
2018-2019,Rabi,Kumuram Bheem,Rebbena,Total Cropped area,724,1313.2
2018-2019,Rabi,Kumuram Bheem,Asifabad,Total Cropped area,578,423
2018-2019,Rabi,Kumuram Bheem,Kerameri,Total Cropped area,518,109
2018-2019,Rabi,Kumuram Bheem,Wankidi,Total Cropped area,1634,664
2018-2019,Rabi,Kumuram Bheem,Kagaznagar,Total Cropped area,503,552.7
2018-2019,Rabi,Kumuram Bheem,Sirpur-T,Total Cropped area,617,425.3
2018-2019,Rabi,Kumuram Bheem,Kouthala,Total Cropped area,1262,885
2018-2019,Rabi,Kumuram Bheem,Chintalamanepalli,Total Cropped area,559,125
2018-2019,Rabi,Kumuram Bheem,Bejjur,Total Cropped area,856,192
2018-2019,Rabi,Kumuram Bheem,Penchikalpet,Total Cropped area,629,255
2018-2019,Rabi,Kumuram Bheem,Dahegoan,Total Cropped area,1466,726
